"ptc_key","wave","hh_id","ptc_id","outdoor_temp_idw","outdoor_dew_idw","RH"
"PT20180711002",2,"HH20180711","PT2018071100",-5.68209803816745,-15.8574635329495,44.5610255129974
"PT20180711044",4,"HH20180711","PT2018071104",-3.07261991740572,-11.0510469493668,54.1230563342175
"PT20180712001",1,"HH20180712","PT2018071200",-13.9146621733603,-34.5950315504157,15.6481862656656
"PT20180712002",2,"HH20180712","PT2018071200",-4.66078199083588,-15.7677329391786,41.5535681441675
"PT20180712004",4,"HH20180712","PT2018071200",-3.05083880794829,-11.0482845804659,54.0473239237535
"PT20180713001",1,"HH20180713","PT2018071300",-13.1398164700905,-30.3929358592526,22.0526929646371
"PT20180713002",2,"HH20180713","PT2018071300",-8.37593363986964,-17.9186373176105,46.126822143536
"PT20180713004",4,"HH20180713","PT2018071300",-3.33409075518151,-16.4872148929213,35.4339805199536
"PT20180714001",1,"HH20180714","PT2018071400",-12.4747297188315,-30.4280206973046,20.8293669664462
"PT20180714002",2,"HH20180714","PT2018071400",-7.71625353620978,-18.0428432367911,43.3678817444542
"PT20180715001",1,"HH20180715","PT2018071500",-9.37274633965214,-28.1034194166108,20.2393545216149
"PT20180715002",2,"HH20180715","PT2018071500",-5.69657873376926,-15.6988623177106,45.2007987886582
"PT20180715004",4,"HH20180715","PT2018071500",0.451136044846542,-13.8420186967913,33.3842180631124
"PT20180716001",1,"HH20180716","PT2018071600",-9.3737318996816,-28.1051543302108,20.2376636656415
"PT20180716002",2,"HH20180716","PT2018071600",-5.44207780709275,-11.3680060102082,63.0554819469807
"PT20180716044",4,"HH20180716","PT2018071604",0.445888620912304,-13.8427995032919,33.3947513637761
"PT20180717001",1,"HH20180717","PT2018071700",-9.35912189830177,-28.1072615681916,20.2105323415827
"PT20180717002",2,"HH20180717","PT2018071700",-5.42258102752091,-11.3757860282879,62.9231903782622
"PT20180717004",4,"HH20180717","PT2018071700",0.466286662411043,-13.8465258388337,33.3354425702015
"PT20180718001",1,"HH20180718","PT2018071800",-9.38941741665767,-28.1001842326244,20.2719248697096
"PT20180719001",1,"HH20180719","PT2018071900",-9.36045832354562,-28.1023137653986,20.2219265106079
"PT20180719002",2,"HH20180719","PT2018071900",-5.42988733817529,-11.362196934273,63.0263986554693
"PT20180719044",4,"HH20180719","PT2018071904",0.463174670717548,-13.8402173345386,33.3600944570058
"PT20180720001",1,"HH20180720","PT2018072000",-11.0923691564266,-25.0184106763231,30.739302315532
"PT20180720002",2,"HH20180720","PT2018072000",-6.13649188117121,-14.1950835022257,52.9021077675613
"PT20180720004",4,"HH20180720","PT2018072000",-3.54822269886721,-12.7976129391963,48.7468958262845
"PT20180721001",1,"HH20180721","PT2018072100",-11.1046060854775,-25.0219722589268,30.7593939785492
"PT20180722001",1,"HH20180722","PT2018072200",-11.1496036719545,-25.0224201100707,30.8685820136885
"PT20180722002",2,"HH20180722","PT2018072200",-6.20728950006516,-14.2051420696872,53.1450845360668
"PT20180722004",4,"HH20180722","PT2018072200",-3.58999568642585,-12.8071055959567,48.861743172278
"PT20180723001",1,"HH20180723","PT2018072300",-11.1388604641543,-25.021969782278,30.8434287345996
"PT20180723002",2,"HH20180723","PT2018072300",-6.18987978375041,-14.2032611337168,53.0826427194941
"PT20180723004",4,"HH20180723","PT2018072300",-3.59677417004867,-12.807602475441,48.8845317124757
"PT20180724001",1,"HH20180724","PT2018072400",-11.0278948069996,-25.0172884003092,30.5850430193346
"PT20180724002",2,"HH20180724","PT2018072400",-6.08208396019482,-14.1954086952012,52.6815279168163
"PT20180724004",4,"HH20180724","PT2018072400",-3.49106707699356,-12.7944210846171,48.551828676162
"PT20180725001",1,"HH20180725","PT2018072500",-11.7971995451832,-23.016760409043,38.8836744395899
"PT20180725044",4,"HH20180725","PT2018072504",1.66992138334822,-12.150565148185,35.0711690259528
"PT20180726001",1,"HH20180726","PT2018072600",-11.8174208243734,-23.0150758323654,38.9525231164852
"PT20180726002",2,"HH20180726","PT2018072600",-4.0196522755784,-12.0796601404631,53.5037976738404
"PT20180726004",4,"HH20180726","PT2018072600",1.66315735826907,-12.1497483255984,35.0904457455845
"PT20180727001",1,"HH20180727","PT2018072700",-11.7553725393512,-23.0138203914669,38.7637137556702
"PT20180727002",2,"HH20180727","PT2018072700",-3.9221855544917,-12.0751851978209,53.1334697041391
"PT20180727004",4,"HH20180727","PT2018072700",1.71585070104595,-12.148955840256,34.960675883548
"PT20180727012",2,"HH20180727","PT2018072701",-5.63192508458733,-15.7382021140386,44.8327393766179
"PT20180728001",1,"HH20180728","PT2018072800",-11.7619616668647,-23.0132289967107,38.7862027415505
"PT20180728002",2,"HH20180728","PT2018072800",-3.96709325226621,-12.0792297861749,53.2952527588838
"PT20180728004",4,"HH20180728","PT2018072800",1.71228973949453,-12.1488170335641,34.9699691792217
"PT20180729001",1,"HH20180729","PT2018072900",-11.7546105550496,-23.0169088612363,38.7507572952845
"PT20180729002",2,"HH20180729","PT2018072900",-3.92189216736944,-12.0774768634667,53.1225252179777
"PT20180729004",4,"HH20180729","PT2018072900",1.72358941024061,-12.1491773624512,34.9407140044357
"PT20180729012",2,"HH20180729","PT2018072901",-5.63110967524282,-15.7404861620933,44.8214724853837
"PT20180730001",1,"HH20180730","PT2018073000",-8.27089896067463,-19.2953661561559,40.6966968047829
"PT20180730004",4,"HH20180730","PT2018073000",-0.618690710258374,-15.0027522359215,32.8052539592995
"PT20180730011",1,"HH20180730","PT2018073001",-8.27089896067463,-19.2953661561559,40.6966968047829
"PT20180730012",2,"HH20180730","PT2018073001",-11.3045368273736,-26.0652851491674,28.4359407143434
"PT20180731001",1,"HH20180731","PT2018073100",-8.2663701138703,-19.2982783074041,40.6722391960251
"PT20180731002",2,"HH20180731","PT2018073100",-11.3059654187061,-26.0692785574783,28.4288494501199
"PT20180731004",4,"HH20180731","PT2018073100",-0.621069682311954,-15.0075148785166,32.7980727945663
"PT20180732001",1,"HH20180732","PT2018073200",-8.29582986475641,-19.296154768785,40.7728839650152
"PT20180732002",2,"HH20180732","PT2018073200",-11.3369736731054,-26.0657671633093,28.5083705885769
"PT20180732004",4,"HH20180732","PT2018073200",-0.653904318574489,-15.003098571081,32.8886374538246
"PT20180733001",1,"HH20180733","PT2018073300",-2.32890550974142,-19.2048462429082,26.1404904963425
"PT20180733002",2,"HH20180733","PT2018073300",-1.01158466850504,-9.02567406187809,54.5468001351114
"PT20180733004",4,"HH20180733","PT2018073300",-0.268408011626196,-9.85737829493801,48.4044142789393
"PT20180734001",1,"HH20180734","PT2018073400",-2.32420937167006,-19.2028867924991,26.1357948196388
"PT20180734002",2,"HH20180734","PT2018073400",-1.00649607701076,-9.02342750212501,54.5360894704125
"PT20180734004",4,"HH20180734","PT2018073400",-0.264427663239496,-9.85568684851668,48.396862146769
"PT20180735001",1,"HH20180735","PT2018073500",0.673190160222997,-22.3159824703402,16.0311848772073
"PT20180735011",1,"HH20180735","PT2018073501",0.673190160222997,-22.3159824703402,16.0311848772073
"PT20180735012",2,"HH20180735","PT2018073501",-1.5084727997127,-13.727746975461,38.8663168076809
"PT20180736001",1,"HH20180736","PT2018073600",0.664549681645574,-22.315969305105,16.041196608188
"PT20180738001",1,"HH20180738","PT2018073800",1.07914522803735,-19.703832547846,19.5366486380265
"PT20180738011",1,"HH20180738","PT2018073801",1.07914522803735,-19.703832547846,19.5366486380265
"PT20180738012",2,"HH20180738","PT2018073801",-3.69332265918833,-17.1029390684707,34.5692701967701
"PT20180738014",4,"HH20180738","PT2018073801",-4.43467479012659,-10.2543193999794,63.8384459831737
"PT20180739001",1,"HH20180739","PT2018073900",1.09066848667824,-19.7037540744379,19.5206057894822
"PT20180739002",2,"HH20180739","PT2018073900",-3.67992941087315,-17.1029998518835,34.5344932250173
"PT20180739004",4,"HH20180739","PT2018073900",-9.75789649929943,-24.5628369161822,28.814173290818
"PT20180740001",1,"HH20180740","PT2018074000",1.06455705800321,-19.7034496331694,19.5577895981771
"PT20180741001",1,"HH20180741","PT2018074100",1.07266514106005,-19.7035316000834,19.5462560162193
"PT20180741002",2,"HH20180741","PT2018074100",-3.70289605100572,-17.104000956364,34.5909437856117
"PT20180741004",4,"HH20180741","PT2018074100",-4.44038897226984,-10.2564118216237,63.8553359539677
"PT20180742001",1,"HH20180742","PT2018074200",1.07429645316104,-19.703509002977,19.5440020285152
"PT20180742002",2,"HH20180742","PT2018074200",-3.66828325709828,-17.1020581332656,34.5071641225434
"PT20180742004",4,"HH20180742","PT2018074200",-9.76292144166941,-24.5652876150608,28.8192335614549
"PT20180743001",1,"HH20180743","PT2018074300",-6.11159905984518,-19.9262080470772,32.6461622206364
"PT20180743002",2,"HH20180743","PT2018074300",-5.52840378350705,-17.1697549502194,39.4736642717073
"PT20180743004",4,"HH20180743","PT2018074300",0.785619971864903,-10.8778673912203,41.3705321469772
"PT20180744001",1,"HH20180744","PT2018074400",-9.98717614851988,-17.1376763097798,55.889556023222
"PT20180744002",2,"HH20180744","PT2018074400",-7.99137954733008,-13.6240071221811,63.9261440403025
"PT20180744004",4,"HH20180744","PT2018074400",-5.54268013078111,-11.830078426231,61.2338370303073
"PT20180745001",1,"HH20180745","PT2018074500",-9.29200182220126,-20.5121462843257,39.6927236648255
"PT20180745002",2,"HH20180745","PT2018074500",-13.2296858562885,-24.2624183407125,39.0636474060351
"PT20180745004",4,"HH20180745","PT2018074500",-3.46802241351181,-10.6940314315731,57.3454839803018
"PT20180746001",1,"HH20180746","PT2018074600",-13.0895107335479,-30.3944704105529,21.959793203125
"PT20180746002",2,"HH20180746","PT2018074600",-8.59022149191459,-16.1007929097133,54.6253078753041
"PT20180746012",2,"HH20180746","PT2018074601",-8.33159848071761,-17.9229007680516,45.9514838141397
"PT20180747001",1,"HH20180747","PT2018074700",-13.9501990627591,-34.5964531602346,15.6914334764114
"PT20180747002",2,"HH20180747","PT2018074700",-4.73025079380809,-15.7767916600918,41.7404370829116
"PT20180747004",4,"HH20180747","PT2018074700",-3.0669399096375,-11.0578216137925,54.0710289191627
"PT20180748001",1,"HH20180748","PT2018074800",-13.9229638317339,-34.5958612016417,15.6575090991844
"PT20180748002",2,"HH20180748","PT2018074800",-4.68344675301178,-15.7735731452358,41.6044751572065
"PT20180748004",4,"HH20180748","PT2018074800",-3.04592210834748,-11.0549557050585,53.9988844627958
"PT20180749001",1,"HH20180749","PT2018074900",-7.50584112128356,-22.9636467235129,27.8760703446026
"PT20180749004",4,"HH20180749","PT2018074900",-1.50793183314171,-19.6691246054441,23.6466433090954
"PT20180750001",1,"HH20180750","PT2018075000",-7.49924776493058,-22.9701279271506,27.8459158854742
"PT20180750002",2,"HH20180750","PT2018075000",-2.02425332782501,-16.12012528819,33.1532312183359
"PT20180750004",4,"HH20180750","PT2018075000",-1.52714891245091,-19.6736349039888,23.670868468809
"PT20180751001",1,"HH20180751","PT2018075100",-7.60750415106947,-22.9689653501441,28.0826367932039
"PT20180751002",2,"HH20180751","PT2018075100",0.389727142857143,-13.2169477724935,35.2812825564506
"PT20180751004",4,"HH20180751","PT2018075100",-1.59365834723438,-19.6720351838414,23.790068082616
"PT20180752001",1,"HH20180752","PT2018075200",-7.59120726981089,-22.9843176450383,28.0092319614439
"PT20180752002",2,"HH20180752","PT2018075200",0.361166142857143,-13.2182394944087,35.3505041476262
"PT20180752004",4,"HH20180752","PT2018075200",-1.60050057037716,-19.67900771603,23.7877874846117
"PT20180753001",1,"HH20180753","PT2018075300",-4.07429514040225,-22.149389451367,23.0659527473187
"PT20180753002",2,"HH20180753","PT2018075300",-3.84678965538454,-14.6141974614984,42.9918950209613
"PT20180753004",4,"HH20180753","PT2018075300",-3.69667328114075,-15.9653032580513,38.0233499793049
"PT20180754001",1,"HH20180754","PT2018075400",-4.07410258105203,-22.1501580231839,23.0640632916589
"PT20180754002",2,"HH20180754","PT2018075400",-3.84453536100209,-14.6155155180622,42.9799885858283
"PT20180754004",4,"HH20180754","PT2018075400",-3.69367169757841,-15.9675852769764,38.0076106261618
"PT20180755001",1,"HH20180755","PT2018075500",-4.07487204306959,-22.1504176110211,23.0648689300923
"PT20180755002",2,"HH20180755","PT2018075500",-3.84682704197186,-14.6155217440613,42.9873416281583
"PT20180755044",4,"HH20180755","PT2018075504",-3.69333430789386,-15.967866965233,38.0057623686303
"PT20180756001",1,"HH20180756","PT2018075600",-4.07666691415322,-22.1498969826976,23.0690289879945
"PT20180756002",2,"HH20180756","PT2018075600",-3.84860227935605,-14.6150607348973,42.9946827889664
"PT20180756004",4,"HH20180756","PT2018075600",-3.69455718717741,-15.9680111315146,38.0087825592968
"PT20180757001",1,"HH20180757","PT2018075700",-4.07393702831393,-22.1506205735654,23.062840308167
"PT20180757002",2,"HH20180757","PT2018075700",-3.84491840170044,-14.6158610679125,42.9800018914023
"PT20180757004",4,"HH20180757","PT2018075700",-3.69284124515214,-15.9684710429842,38.0024539878458
"PT20180758001",1,"HH20180758","PT2018075800",-13.8340205709803,-34.5923987232931,15.5496322060247
"PT20180758002",2,"HH20180758","PT2018075800",-4.6585498721127,-15.7680169294649,41.5455984182626
"PT20180758004",4,"HH20180758","PT2018075800",-2.99988665358632,-11.0405527992757,53.8760832904546
"PT20180759001",1,"HH20180759","PT2018075900",-13.8382761450186,-34.5949458351916,15.5511232074599
"PT20180759002",2,"HH20180759","PT2018075900",-4.61106748225483,-15.7729349698272,41.3803097653872
"PT20180759004",4,"HH20180759","PT2018075900",-2.97561812083647,-11.0481397607278,53.746514347383
"PT20180760001",1,"HH20180760","PT2018076000",-13.8655020744897,-34.5957410896739,15.5844673162427
"PT20180760002",2,"HH20180760","PT2018076000",-4.62598209648634,-15.7755714637246,41.4177859661839
"PT20180760004",4,"HH20180760","PT2018076000",-2.97465140275349,-11.0525997679252,53.723578353699
"PT20180761001",1,"HH20180761","PT2018076100",-13.837691952578,-34.5967609226262,15.5475999985415
"PT20180761002",2,"HH20180761","PT2018076100",-5.54565141618542,-15.864941342172,44.0740219902379
"PT20180762001",1,"HH20180762","PT2018076200",-9.3322983763304,-20.5384627737301,39.7277877127284
"PT20180763001",1,"HH20180763","PT2018076300",-9.93778819703244,-17.140382245671,55.6596858902557
"PT20180763004",4,"HH20180763","PT2018076300",-5.50470531844477,-11.8354710313384,61.0311469496128
"PT20180764001",1,"HH20180764","PT2018076400",-10.1535567960562,-17.0957149576255,56.8280752161337
"PT20180764002",2,"HH20180764","PT2018076400",-6.22660329041401,-13.6857122657882,55.5284090526141
"PT20180764004",4,"HH20180764","PT2018076400",-7.44056964349488,-14.7067514351026,56.0689256665648
"PT20180765001",1,"HH20180765","PT2018076500",-10.1231656166495,-17.0949142505024,56.6956609674705
"PT20180765002",2,"HH20180765","PT2018076500",-6.20639444970973,-13.6858056581489,55.4423469839784
"PT20180765004",4,"HH20180765","PT2018076500",-7.44859341878848,-14.7097297031042,56.0899289641307
"PT20180765011",1,"HH20180765","PT2018076501",4.78354810089404,-9.60055666370532,34.4708155795965
"PT20180766001",1,"HH20180766","PT2018076600",-10.0946845409095,-17.090207784397,56.5906626732263
"PT20180766002",2,"HH20180766","PT2018076600",-6.1671355777138,-13.6799082839074,55.3029483780936
"PT20180766004",4,"HH20180766","PT2018076600",-7.50554992592472,-14.7153821406012,56.3109289836507
"PT20180767001",1,"HH20180767","PT2018076700",-10.1155825781591,-17.0869869287268,56.6994259354086
"PT20180768001",1,"HH20180768","PT2018076800",-10.0904953185742,-17.0909172441508,56.5685842081838
"PT20180768002",2,"HH20180768","PT2018076800",-6.17060553511414,-13.681253731626,55.3115408023738
"PT20180768004",4,"HH20180768","PT2018076800",-7.39860143935315,-14.6992097872855,55.9222972966853
"PT20180769001",1,"HH20180769","PT2018076900",-7.20941766870877,-25.6614930600006,21.3989989054591
"PT20180769002",2,"HH20180769","PT2018076900",-4.55801273717961,-15.0800199926952,43.6454928740261
"PT20180769004",4,"HH20180769","PT2018076900",3.54735383111893,-11.6976193994517,31.8306088333579
"PT20180770001",1,"HH20180770","PT2018077000",-7.30968017243753,-25.6723085935926,21.5438244855157
"PT20180770002",2,"HH20180770","PT2018077000",-4.59958511697739,-15.0914832059584,43.7410370150554
"PT20180770004",4,"HH20180770","PT2018077000",3.47463107747995,-11.7044478962919,31.9766662468711
"PT20180771001",1,"HH20180771","PT2018077100",-8.4596363810968,-22.7032061887978,30.7140950650742
"PT20180771002",2,"HH20180771","PT2018077100",-5.40073973280648,-12.6979639243077,56.4932660018805
"PT20180771004",4,"HH20180771","PT2018077100",-2.02751451407218,-11.289244191367,49.1499565615811
"PT20180772001",1,"HH20180772","PT2018077200",-8.45518098575269,-22.7036544046104,30.7022304868291
"PT20180772002",2,"HH20180772","PT2018077200",-5.40217193671777,-12.6986519464986,56.4962652858026
"PT20180772004",4,"HH20180772","PT2018077200",-2.02994889186559,-11.2903098036436,49.1546030951472
"PT20180773001",1,"HH20180773","PT2018077300",-8.5921474116283,-22.8267507306741,30.6961054251156
"PT20180773002",2,"HH20180773","PT2018077300",-5.60235969010565,-12.8798952843676,56.5275448129834
"PT20180773044",4,"HH20180773","PT2018077304",-2.2076107801098,-11.4174865721023,49.3004474388768
"PT20180774001",1,"HH20180774","PT2018077400",-8.6665232398215,-22.8339791489643,30.8548928769314
"PT20180774002",2,"HH20180774","PT2018077400",-5.66877641993018,-12.8913466138077,56.7610223070562
"PT20180775001",1,"HH20180775","PT2018077500",-12.3505935991587,-30.4332891789299,20.6118733371782
"PT20180775002",2,"HH20180775","PT2018077500",-7.56470142273328,-18.0563288104646,42.8138878793306
"PT20180775004",4,"HH20180775","PT2018077500",-2.53360619691458,-16.6308970577584,32.989669945978
"PT20180776001",1,"HH20180776","PT2018077600",-6.33972959651288,-21.3909985322256,29.2615170206724
"PT20180776002",2,"HH20180776","PT2018077600",-7.72864463982422,-17.6296429934121,44.9511766615381
"PT20180776004",4,"HH20180776","PT2018077600",-1.58048155401975,-9.07727485342673,56.6403315491018
"PT20180777001",1,"HH20180777","PT2018077700",-9.464886649877,-28.0958975641604,20.4004699477423
"PT20180777002",2,"HH20180777","PT2018077700",-5.44922786525914,-11.3494218406478,63.1833395946089
"PT20180777004",4,"HH20180777","PT2018077700",0.394463120467116,-13.83311319658,33.5455770654131
"PT20180778001",1,"HH20180778","PT2018077800",-12.0247767803477,-30.208492800044,20.5109577323252
"PT20180778002",2,"HH20180778","PT2018077800",-7.52649301146495,-18.2898611329483,41.8515068315523
"PT20180778004",4,"HH20180778","PT2018077800",-2.64863453966843,-16.4160834714476,33.874097224203
"PT20180779001",1,"HH20180779","PT2018077900",-9.29268150001723,-20.5260246742162,39.6472091201689
"PT20180779002",2,"HH20180779","PT2018077900",-13.228503994368,-24.2792854569324,39.0009807878652
"PT20180779004",4,"HH20180779","PT2018077900",-3.4517141569516,-10.7177535844064,57.1680132473131
"PT20180780001",1,"HH20180780","PT2018078000",-8.27052970180417,-19.2994024629654,40.6814760181417
"PT20180780002",2,"HH20180780","PT2018078000",-11.3137152892453,-26.0712513653681,28.4413238744206
"PT20180780044",4,"HH20180780","PT2018078004",-0.624345052422481,-15.0071322820558,32.8069381905033
"PT20180781001",1,"HH20180781","PT2018078100",-8.2720136039842,-19.2974652344159,40.6929128943039
"PT20180781002",2,"HH20180781","PT2018078100",-11.3075498051438,-26.0675749404032,28.4368504137732
"PT20180781004",4,"HH20180781","PT2018078100",-0.619629415800483,-15.004091598892,32.8038791675953
"PT20180782001",1,"HH20180782","PT2018078200",-8.24964124887741,-19.3976465879332,40.2753339789921
"PT20180782002",2,"HH20180782","PT2018078200",-11.3105942009191,-26.0679045011206,28.4429042395893
"PT20180782004",4,"HH20180782","PT2018078200",-0.603025668125422,-15.009166192331,32.7505113504916
"PT20180783001",1,"HH20180783","PT2018078300",-12.2755975149039,-30.4469306882332,20.4613930106815
"PT20180783002",2,"HH20180783","PT2018078300",-7.47963505307693,-18.1013127943507,42.3719114277698
"PT20180783004",4,"HH20180783","PT2018078300",-2.4443143368589,-16.6774878598875,32.6449549050195
"PT20180784001",1,"HH20180784","PT2018078400",-9.36493573345351,-28.1065302066328,20.2211231851713
"PT20180784002",2,"HH20180784","PT2018078400",-5.43558741480996,-11.3730636920022,62.9990009865079
"PT20180784004",4,"HH20180784","PT2018078400",0.454669979781701,-13.8449930225234,33.3676014491824
"PT20180785001",1,"HH20180785","PT2018078500",-9.40134983972251,-28.1022219178625,20.287081433883
"PT20180785002",2,"HH20180785","PT2018078500",-5.47321378713409,-11.3622463463245,63.2337104001572
"PT20180785004",4,"HH20180785","PT2018078500",0.423940058354842,-13.8414046817283,33.4515621117067
"PT20180787001",1,"HH20180787","PT2018078700",-8.2734660196153,-19.396691476618,40.3532727969974
"PT20180787002",2,"HH20180787","PT2018078700",-11.2183680410726,-25.9625527133785,28.5063282499437
"PT20180787004",4,"HH20180787","PT2018078700",0.453148310709707,-13.8007635415252,33.4918237655271
"PT20180788001",1,"HH20180788","PT2018078800",-8.24961703036364,-19.3963772432204,40.2796368111517
"PT20180788002",2,"HH20180788","PT2018078800",-11.2005453992348,-25.9637667471144,28.4627227789188
"PT20180788004",4,"HH20180788","PT2018078800",-0.590342790888779,-15.0081539154341,32.722983320715
"PT20180789001",1,"HH20180789","PT2018078900",-8.27715782610755,-19.2978366400682,40.7078920244629
"PT20180789002",2,"HH20180789","PT2018078900",-11.3126691555563,-26.069034316295,28.4446882006025
"PT20180789004",4,"HH20180789","PT2018078900",-0.62554837400464,-15.005143194557,32.8151924702147
"PT20180790001",1,"HH20180790","PT2018079000",-8.26961112416246,-19.2984168425626,40.6820027763947
"PT20180790002",2,"HH20180790","PT2018079000",-11.305581340762,-26.069049908835,28.4285699466523
"PT20180790004",4,"HH20180790","PT2018079000",-0.623192428725258,-15.0063336329807,32.8063402320061
"PT20180791001",1,"HH20180791","PT2018079100",-8.22771177913408,-19.3987722922447,40.2028926973768
"PT20180791002",2,"HH20180791","PT2018079100",-11.1719831621807,-25.9656338268414,28.3931960091991
"PT20180791004",4,"HH20180791","PT2018079100",-0.582021356007935,-15.0100437070417,32.6980558372422
"PT20180792001",1,"HH20180792","PT2018079200",-9.31310587044133,-20.5364338019359,39.6750040931991
"PT20180792002",2,"HH20180792","PT2018079200",-13.2348819198981,-24.2926952846003,38.974349747555
"PT20180792004",4,"HH20180792","PT2018079200",-2.35548972294839,-16.8516567259809,31.9620188927572
"PT20180793001",1,"HH20180793","PT2018079300",-9.26960541278926,-20.5288639681675,39.5658327363945
"PT20180793002",2,"HH20180793","PT2018079300",-13.2203943790108,-24.2813535202876,38.9681229066941
"PT20180793004",4,"HH20180793","PT2018079300",-2.35351328097693,-16.8431753279481,31.9800489401098
"PT20180794001",1,"HH20180794","PT2018079400",-9.3091798966563,-20.5152792959262,39.7354489290816
"PT20180794002",2,"HH20180794","PT2018079400",-13.2345567041707,-24.2656519424963,39.0677758613285
"PT20180794004",4,"HH20180794","PT2018079400",-3.47639028236224,-10.6997106014052,57.3554574695049
"PT20180795001",1,"HH20180795","PT2018079500",-9.98264102382004,-17.1406263514358,55.8557366025189
"PT20180795002",2,"HH20180795","PT2018079500",-7.97927225324689,-13.6292512353143,63.838912856852
"PT20180795004",4,"HH20180795","PT2018079500",-7.29448028424758,-14.7690915664277,55.157426831684
"PT20180796001",1,"HH20180796","PT2018079600",-9.93333204795855,-17.1433093618438,55.6264670300745
"PT20180796004",4,"HH20180796","PT2018079600",-5.49813715469029,-11.8377391932093,60.98963594889
"PT20180797001",1,"HH20180797","PT2018079700",-9.96359053121212,-17.1428706361597,55.7613825313345
"PT20180797002",2,"HH20180797","PT2018079700",-9.1914671366897,-18.1304882559724,48.2855160377672
"PT20180797004",4,"HH20180797","PT2018079700",-5.53261224387252,-11.8396671966304,61.1400415056288
"PT20180798001",1,"HH20180798","PT2018079800",-10.1539490914342,-17.0967994161598,56.8246649683422
"PT20180798002",2,"HH20180798","PT2018079800",-6.2233094776521,-13.6872462828632,55.5075062761056
"PT20180798004",4,"HH20180798","PT2018079800",-7.45715434938367,-14.7108083635445,56.1220274159759
"PT20180799001",1,"HH20180799","PT2018079900",-6.9548632902692,-23.8462915048008,24.7035491177009
"PT20180799012",2,"HH20180799","PT2018079901",-5.60384842404385,-15.78108652035,44.5783763893768
"PT20180800001",1,"HH20180800","PT2018080000",0.672075652789915,-22.3154253389954,16.0332588453079
"PT20180800002",2,"HH20180800","PT2018080000",-1.51115821585072,-13.7301539558607,38.8663598534645
"PT20180800004",4,"HH20180800","PT2018080000",0.175870412430104,-11.5022128127402,41.1350256585161
"PT20180802001",1,"HH20180802","PT2018080200",0.66060008482583,-22.3149221077174,16.0472442940973
"PT20180802002",2,"HH20180802","PT2018080200",-1.53606103645572,-13.7334538103297,38.9270372338983
"PT20180802004",4,"HH20180802","PT2018080200",0.152807994794838,-11.5052547613648,41.1937729378219
"PT20180804001",1,"HH20180804","PT2018080400",1.10887890752066,-19.7043490510392,19.4940792118337
"PT20180804002",2,"HH20180804","PT2018080400",-3.67046829975339,-17.1008569071888,34.5162803948183
"PT20180804004",4,"HH20180804","PT2018080400",-4.40871645615519,-10.2493301364848,63.7390314558501
"PT20180805001",1,"HH20180805","PT2018080500",1.08666457832567,-19.7037061644456,19.5263044855626
"PT20180805002",2,"HH20180805","PT2018080500",-3.67972439871599,-17.102776014672,34.5346125438813
"PT20180805004",4,"HH20180805","PT2018080500",-9.75492276137383,-24.5614420026317,28.8110359933616
"PT20180806001",1,"HH20180806","PT2018080600",1.06703888796333,-19.7034767943388,19.5542549640476
"PT20180806002",2,"HH20180806","PT2018080600",-3.69379358093722,-17.1041698873932,34.5669171459951
"PT20180806004",4,"HH20180806","PT2018080600",-4.43232332768403,-10.2565589447455,63.8158539768668
"PT20180808001",1,"HH20180808","PT2018080800",0.20120383417342,-16.678496602767,26.8957175133768
"PT20180808002",2,"HH20180808","PT2018080800",-3.40159819142758,-12.6029088791177,48.9802650271974
"PT20180808004",4,"HH20180808","PT2018080800",-10.1889787742176,-24.7884320441422,29.2124667627194
"PT20180809001",1,"HH20180809","PT2018080900",0.143571872136985,-16.6848804785276,26.9937904900783
"PT20180809002",2,"HH20180809","PT2018080900",-3.50176826764955,-12.613343619132,49.3062434508432
"PT20180809012",2,"HH20180809","PT2018080901",-5.73491115818658,-15.9557670017863,44.3766617683256
"PT20180809014",4,"HH20180809","PT2018080901",-10.2596028650257,-24.808248727499,29.3236581294089
"PT20180810001",1,"HH20180810","PT2018081000",1.11802112799521,-19.7039725357055,19.4819067038042
"PT20180810002",2,"HH20180810","PT2018081000",-3.64903257152021,-17.1017235212715,34.4585102080486
"PT20180810004",4,"HH20180810","PT2018081000",-4.38383716578492,-10.2514964463714,63.6089745345536
"PT20180811001",1,"HH20180811","PT2018081100",1.08437410738708,-19.7036699530175,19.5295800717111
"PT20180811002",2,"HH20180811","PT2018081100",-3.68281835745578,-17.1032580174744,34.5412050907004
"PT20180811004",4,"HH20180811","PT2018081100",-4.42658850366763,-10.2553801317297,63.7942698570216
"PT20180814001",1,"HH20180814","PT2018081400",-3.6612084617354,-20.8483719520343,25.0525029985733
"PT20180814002",2,"HH20180814","PT2018081400",-5.68699270554493,-16.7837084928639,41.2661464827687
"PT20180814044",4,"HH20180814","PT2018081404",-0.720762742769764,-8.86475715569407,54.0763105746949
"PT20180815001",1,"HH20180815","PT2018081500",-3.54469297113024,-20.8471904258627,24.8378941066262
"PT20180815002",2,"HH20180815","PT2018081500",-5.59453532081768,-16.7795313377152,40.9914975652731
"PT20180815004",4,"HH20180815","PT2018081500",-0.616744141806585,-8.85455494988849,53.7104777358602
"PT20180816001",1,"HH20180816","PT2018081600",-3.54092476567246,-20.847163905447,24.8309625781909
"PT20180816002",2,"HH20180816","PT2018081600",-5.59724254241548,-16.7785265559205,41.00337702502
